"","Group.1","points","position","matches_played","shot.statsbomb_xg.for.pg","shot.statsbomb_xg.against.pg","shot.statsbomb_xg_np.for.pg","shot.statsbomb_xg_np.against.pg","shots.pg","shots.np.pg","shots.on.target.pg","shots.against.pg","shots.np.against.pg","shots.on.target.against.pg","shot.distance.pg","shot.distance.against.pg","pass.pg","pass.success.pg","pass.length.pg"
"5","Accrington Stanley",1,20,3,0.920409536033333,0.852567126333333,0.659242869366667,0.852567126333333,10.3333333333333,10,0,11.3333333333333,11.3333333333333,0,18.7940413004491,18.8636465900065,380.666666666667,0.595446584938704,26.1087420855517
"18","Barnet",3,18,4,0.981844263,1.26553695525,0.981844263,1.26553695525,12.5,12.5,0,8.75,8.75,0,18.4311477622419,20.0349491398927,520.5,0.752641690682036,22.3877231049952
"25","Barrow",3,19,4,1.04733135575,1.02865423835,1.04733135575,1.02865423835,11,11,0,12.25,12.25,0,17.5382970100187,20.7424085473853,408.75,0.674617737003058,24.6681696485015
"47","Bristol Rovers",1,21,4,1.58831636375,1.1158633615,1.39244136375,1.1158633615,13.25,13,0,11.25,11.25,0,15.1514185424843,15.9043600271067,409.5,0.68986568986569,25.3753213949878
"51","Bromley",8,7,3,1.47380606016667,0.839577351866667,1.47380606016667,0.839577351866667,14.3333333333333,14.3333333333333,0,10.3333333333333,10.3333333333333,0,16.2069754378998,18.7217343221713,331.666666666667,0.565829145728643,29.3176748491457
"62","Cambridge United",7,9,3,1.47222786,0.508938890333333,1.47222786,0.508938890333333,13.3333333333333,13.3333333333333,0,6.66666666666667,6.66666666666667,0,17.2206734145644,19.5571763074201,459,0.660856935366739,23.9633173100073
"77","Cheltenham Town",0,24,3,0.468834787333333,1.9263905215,0.468834787333333,1.9263905215,7.33333333333333,7.33333333333333,0,15,15,0,22.1067155425622,16.9592818534806,353.666666666667,0.570216776625825,26.7880267170311
"81","Chesterfield",9,3,4,1.296998934375,1.3416941789,1.296998934375,0.9499441789,12.75,12.75,0,8.5,8,0,17.0518487608859,17.1126209086019,557.25,0.784208165096456,21.8584630722746
"85","Colchester United",5,14,3,0.688208994,1.53276015713333,0.688208994,1.53276015713333,9.33333333333333,9.33333333333333,0,12.6666666666667,12.6666666666667,0,18.8454685487398,16.0973049332187,462.333333333333,0.778658976207642,22.8289174399423
"89","Crawley Town",1,22,4,1.002788656625,1.641290954,1.002788656625,1.445415954,13,13,0,13.5,13.25,0,18.9324525186163,15.9634114760108,410.75,0.693852708460134,24.4616158116251
"93","Crewe Alexandra",12,1,4,1.9490112884,1.063920326825,1.9490112884,0.672170326825,17,17,0,11.25,10.75,0,16.9255853786579,18.9370772953634,375,0.623333333333333,26.3162016604
"119","Fleetwood Town",7,10,4,1.306776857475,1.61659507215,1.110901857475,1.42072007215,10.5,10.25,0,17.25,17,0,18.7045366412821,18.0476789323289,345.25,0.624185372918175,27.1835845426503
"132","Gillingham",8,6,4,1.06508037215,0.677774228775,0.67333037215,0.677774228775,8.25,7.75,0,8.75,8.75,0,17.5589950480628,17.5628437724781,329.25,0.578587699316629,27.2646827527714
"135","Grimsby Town",10,2,3,2.22141579966667,0.812019072333333,1.69908246633333,0.550852405666667,18.3333333333333,17.6666666666667,0,8.33333333333333,8,0,16.7123521132512,20.4614101977629,455.666666666667,0.717629846378932,22.5664370238844
"142","Harrogate Town",8,8,4,0.9898579986,1.8082410345,0.7939829986,1.8082410345,10.25,10,0,16,16,0,20.6061211573489,15.9912467560485,360.5,0.605409153952843,24.9914603565118
"172","Milton Keynes Dons",8,5,4,1.29597308125,0.627324867,1.29597308125,0.627324867,12,12,0,8.5,8.5,0,16.9856361289321,19.6097585899297,429.25,0.667443214909726,23.7001499490973
"180","Newport County AFC",4,16,3,1.135377142,2.06939541616667,1.135377142,1.54706208283333,8.66666666666667,8.66666666666667,0,17.6666666666667,17,0,17.2830237978651,16.873865181125,297.666666666667,0.604703247480403,26.4975344478387
"187","Notts County",4,15,3,0.985449990833333,1.29239941133333,0.724283324166667,1.29239941133333,10,9.66666666666667,0,9.66666666666667,9.66666666666667,0,17.2613272370959,15.0692218865492,539.333333333333,0.820766378244747,20.2817035300556
"193","Oldham Athletic",3,17,4,1.2490787426,0.73107714725,1.2490787426,0.73107714725,12,12,0,10.25,10.25,0,16.4078975423478,16.9829250627974,351,0.613960113960114,26.2505893055271
"226","Salford City",9,4,3,1.298640143,2.11120198916667,1.03747347633333,1.8500353225,10.6666666666667,10.3333333333333,0,14.3333333333333,14,0,17.141287353639,15.4788450044321,335,0.578109452736318,26.2969126357214
"237","Shrewsbury Town",1,23,3,0.514427388166667,0.9432811725,0.514427388166667,0.9432811725,9,9,0,11.6666666666667,11.6666666666667,0,17.7131559822238,20.1643255737922,418.666666666667,0.698248407643312,24.9342045115446
"257","Swindon Town",6,12,4,1.27672445875,0.909931504,1.08084945875,0.909931504,11.75,11.5,0,10,10,0,18.8309271590353,18.845426382808,404.5,0.666254635352287,27.0262937477812
"263","Tranmere Rovers",5,13,3,0.946626364,0.479197961166667,0.946626364,0.479197961166667,10.3333333333333,10.3333333333333,0,9.33333333333333,9.33333333333333,0,18.9153028404552,18.802737149219,407,0.674856674856675,25.5238741303849
"267","Walsall",6,11,3,0.636160558,1.02302689233333,0.636160558,0.761860225666667,5.66666666666667,5.66666666666667,0,11,10.6666666666667,0,19.5132941827058,16.8111746760156,319,0.632183908045977,26.7727033539185
